Security Code,Date,Opening Price,High Sale Price,Low Sale Price,Closing Price,Total Volume Traded
ZYAU,07 Jun 2016,10.07,10.07,10.07,10.07,4032
ZYAU,08 Jun 2016,10.02,10.02,10.02,10.02,225
ZYAU,09 Jun 2016,9.97,9.97,9.97,9.97,520
ZYAU,10 Jun 2016,9.87,9.87,9.85,9.85,2635
ZYAU,14 Jun 2016,9.66,9.66,9.66,9.66,61195
ZYAU,15 Jun 2016,9.6,9.6,9.56,9.56,2515
ZYAU,16 Jun 2016,9.57,9.57,9.52,9.52,31958
ZYAU,17 Jun 2016,9.62,9.62,9.62,9.62,10
ZYAU,20 Jun 2016,9.74,9.74,9.74,9.74,305
ZYAU,21 Jun 2016,9.74,9.74,9.74,9.74,0
ZYAU,22 Jun 2016,9.91,9.91,9.89,9.89,5708
ZYAU,23 Jun 2016,9.9,9.9,9.88,9.9,16686
ZYAU,24 Jun 2016,9.9,9.9,9.41,9.45,18107
ZYAU,27 Jun 2016,9.45,9.5,9.4,9.5,11000
ZYAU,28 Jun 2016,9.34,9.47,9.34,9.47,29316
ZYAU,29 Jun 2016,9.55,9.59,9.55,9.59,14661
ZYAU,30 Jun 2016,9.59,9.59,9.59,9.59,0
ZYAU,01 Jul 2016,9.77,9.77,9.74,9.74,12542
ZYAU,04 Jul 2016,9.74,9.74,9.74,9.74,0
ZYAU,05 Jul 2016,9.72,9.72,9.68,9.68,3354
ZYAU,06 Jul 2016,9.56,9.56,9.56,9.56,520
ZYAU,07 Jul 2016,9.59,9.62,9.59,9.62,1533
ZYAU,08 Jul 2016,9.62,9.67,9.62,9.64,3505
ZYAU,11 Jul 2016,9.82,9.82,9.82,9.82,2140
ZYAU,12 Jul 2016,9.97,9.97,9.93,9.93,10100
ZYAU,13 Jul 2016,10.03,10.05,10.03,10.05,16800
ZYAU,14 Jul 2016,10.07,10.07,10.07,10.07,1433
ZYAU,15 Jul 2016,10.13,10.13,10.13,10.13,979
ZYAU,18 Jul 2016,10.13,10.13,10.13,10.13,0
ZYAU,19 Jul 2016,10.14,10.14,10.14,10.14,1889
ZYAU,20 Jul 2016,10.14,10.14,10.14,10.14,0
ZYAU,21 Jul 2016,10.17,10.17,10.17,10.17,14500
ZYAU,22 Jul 2016,10.14,10.14,10.14,10.14,125
ZYAU,25 Jul 2016,10.19,10.19,10.17,10.17,2359
